吃人血馒头	chi ren xue man tou
吃别人嚼过的馍不香	chi bie ren jiao guo de mo bu xiang
吃力不讨好	chi li bu tao hao
吃喝嫖赌	chi he piao du
吃喝玩乐	chi he wan le
吃大锅饭	chi da guo fan
吃干抹净	chi gan ma jing
吃水不忘掘井人	chi shui bu wang jue jing ren
吃熊心豹子胆	chi xiong xin bao zi dan
吃着碗里看着锅里	chi zhe wan li kan zhe guo li
吃粮不管事	chi liang bu guan shi
吃苦耐劳	chi ku nai lao
吃软不吃硬	chi ruan bu chi ying
吃里扒外	chi li pa wai
吃饭皇帝大	chi fan huang di da
吃香喝辣	chi xiang he la
各人自扫门前雪莫管他家瓦上霜	ge ren zi sao men qian xue mo guan ta jia wa shang shuang
各取所需	ge qu suo xu
各奔东西	ge ben dong xi
各奔前程	ge ben qian cheng
各就各位	ge jiu ge wei
各尽所能	ge jin suo neng
各得其所	ge de qi suo
各打五十大板	ge da wu shi da ban
各执一词	ge zhi yi ci
各执己见	ge zhi ji jian
各持己见	ge chi ji jian
各显所长	ge xian suo chang
各有千秋	ge you qian qiu
各有所好	ge you suo hao
各色各样	ge se ge yang
各行其是	ge xing qi shi
合情合理	he qing he li
合眼摸象	he yan mo xiang
合而为一	he er wei yi
吉人自有天相	ji ren zi you tian xiang
吊民伐罪	diao min fa zui
同仇敌忾	tong chou di kai
同声一哭	tong sheng yi ku
同室操戈	tong shi cao ge
同床异梦	tong chuang yi meng
同心协力	tong xin xie li
同心同德	tong xin tong de
同日而语	tong ri er yu
同流合污	tong liu he wu
同甘共苦	tong gan gong ku
同病相怜	tong bing xiang lian
同符合契	tong fu he qi
同舟共济	tong zhou gong ji
名不副实	ming bu fu shi
名不符实	ming bu fu shi
名不虚传	ming bu xu chuan
名从主人	ming cong zhu ren
名利双收	ming li shuang shou
名副其实	ming fu qi shi
名噪一时	ming zao yi shi
名垂青史	ming chui qing shi
名存实亡	ming cun shi wang
名师出高徒	ming shi chu gao tu
名扬四海	ming yang si hai
名满天下	ming man tian xia
名目繁多	ming mu fan duo
名缰利锁	ming jiang li suo
名花有主	ming hua you zhu
名草有主	ming cao you zhu
名落孙山	ming luo sun shan
名重识暗	ming zhong shi an
名门望族	ming men wang zu
后会无期	hou hui wu qi
后会有期	hou hui you qi
后悔莫及	hou hui mo ji
后患无穷	hou huan wu qiong
后来居上	hou lai ju shang
后生可畏	hou sheng ke wei
后继有人	hou ji you ren
后起之秀	hou qi zhi xiu
后车之鉴	hou che zhi jian
后院起火	hou yuan qi huo
后顾之忧	hou gu zhi you
吐丝自缚	tu si zi fu
吐故纳新	tu gu na xin
向壁虚构	xiang bi xu gou
向壁虚造	xiang bi xu zao
向隅而泣	xiang yu er qi
君子之交	jun zi zhi jiao
君子之交淡如水	jun zi zhi jiao dan ru shui
君子报仇十年不晚	jun zi bao chou shi nian bu wan
君子远庖厨	jun zi yuan pao chu
吞云吐雾	tun yun tu wu
吞吞吐吐	tun tun tu tu
否极泰来	pi ji tai lai
含商咀徵	han shang ju zhi
含垢忍辱	han gou ren ru
含宫咀徵	han gong ju zhi
含情脉脉	han qing mo mo
含沙射影	han sha she ying
含糊其词	han hu qi ci
含英咀华	han ying ju hua
含血喷人	han xue pen ren
含辛茹苦	han xin ru ku
含饴弄孙	han yi nong sun
听之任之	ting zhi ren zhi
听其言而观其行	ting qi yan er guan qi xing
听其言观其行	ting qi yan guan qi xing
听天安命	ting tian an ming
听天由命	ting tian you ming
听而不闻	ting er bu wen
听话听声锣鼓听音	ting hua ting sheng luo gu ting yin
听风就是雨	ting feng jiu shi yu
吴下阿蒙	wu xia a meng
吴头楚尾	wu tou chu wei
吴市吹箫	wu shi chui xiao
吴越同舟	wu yue tong zhou
吵吵嚷嚷	chao chao rang rang
吹毛求疵	chui mao qiu ci
吹灯拔蜡	chui deng ba la
吹灰之力	chui hui zhi li
呆若木鸡	dai ruo mu ji
告一段落	gao yi duan luo
告老还乡	gao lao huan xiang
呕心沥血	ou xin li xue
呢喃细语	ni nan xi yu
周游列国	zhou you lie guo
周而复始	zhou er fu shi
呱呱坠地	gu gu zhui di
味同嚼蜡	wei tong jiao la
呶呶不休	nao nao bu xiu
呼之即来	hu zhi ji lai
呼之即来挥之即去	hu zhi ji lai hui zhi ji qu
呼之欲出	hu zhi yu chu
呼天抢地	hu tian qiang di
呼来喝去	hu lai he qu
呼牛作马	hu niu zuo ma
呼牛呼马	hu niu hu ma
呼风唤雨	hu feng huan yu
命中注定	ming zhong zhu ding
命在旦夕	ming zai dan xi
命归黄泉	ming gui huang quan
命途多舛	ming tu duo chuan
咄咄怪事	duo duo guai shi
咆哮如雷	pao xiao ru lei
和尚打伞无法无天	he shang da san wu fa wu tian
和气生财	he qi sheng cai
和气致祥	he qi zhi xiang
咎有应得	jiu you ying de
咎由自取	jiu you zi qu
咫尺天涯	zhi chi tian ya
咬人狗儿不露齿	yao ren gou r bu lu chi
咬人的狗不露齿	yao ren de gou bu lou chi
咬文嚼字	yao wen jiao zi
咬牙切齿	yao ya qie chi
咬紧牙关	yao jin ya guan
咸与维新	xian yu wei xin
咸鱼翻身	xian yu fan shen
哀兵必胜	ai bing bi sheng
哀告宾服	ai gao bin fu
哀毁骨立	ai hui gu li
哀而不伤	ai er bu shang
哀莫大于心死	ai mo da yu xin si
哀鸿遍野	ai hong bian ye
品头论足	pin tou lun zu
品学兼优	pin xue jian you
哄堂大笑	hong tang da xiao
哑口无言	ya kou wu yan
哑巴吃黄连	ya ba chi huang lian
哑巴吃黄连有苦说不出	ya ba chi huang lian you ku shuo bu chu
哪壶不开提哪壶	na hu bu kai ti na hu
哭笑不得	ku xiao bu de
哲人其萎	zhe ren qi wei
唇亡齿寒	chun wang chi han
唇枪舌剑	chun qiang she jian
唇齿相依	chun chi xiang yi
唉声叹气	ai sheng tan qi
唯利是图	wei li shi tu
唯唯诺诺	wei wei nuo nuo
唯恐天下不乱	wei kong tian xia bu luan
唱对台戏	chang dui tai xi
唱白脸	chang bai lian
唱空城计	chang kong cheng ji
唱红脸	chang hong lian
唱高调	chang gao diao
唾面自干	tuo mian zi gan
啧啧称奇	ze ze cheng qi
啼笑皆非	ti xiao jie fei
啼饥号寒	ti ji hao han
善始善终	shan shi shan zhong
善有善报	shan you shan bao
善罢甘休	shan ba gan xiu
善自为谋	shan zi wei mou
善自珍摄	shan zi zhen she
善解人意	shan jie ren yi
善财难舍	shan cai nan she
喋喋不休	die die bu xiu
喜不自禁	xi bu zi jin
喜不自胜	xi bu zi sheng
喜从天降	xi cong tian jiang
喜出望外	xi chu wang wai
喜形于色	xi xing yu se
喜怒哀乐	xi nu ai le
喜新厌旧	xi xin yan jiu
喜极而泣	xi ji er qi
喜气洋洋	xi qi yang yang
喜笑颜开	xi xiao yan kai
喜结良缘	xi jie liang yuan
喜结连理	xi jie lian li
喜跃抃舞	xi yue bian wu
喜闻乐见	xi wen le jian
喝西北风	he xi bei feng
喧宾夺主	xuan bin duo zhu
喷薄欲出	pen bo yu chu
嗜酒如命	shi jiu ru ming
嘘寒问暖	xu han wen nuan
嘴快心直	zui kuai xin zhi
嘴甜心苦	zui tian xin ku
噤若寒蝉	jin ruo han chan
噬脐莫及	shi qi mo ji
嚎啕大哭	hao tao da ku
嚣张气焰	xiao zhang qi yan
囊中取物	nang zhong qu wu
囊空如洗	nang kong ru xi
四世同堂	si shi tong tang
四两拨千斤	si liang bo qian jin
四仰八叉	si yang ba cha
四体不勤五谷不分	si ti bu qin wu gu bu fen
四分五裂	si fen wu lie
四大皆空	si da jie kong
四平八稳	si ping ba wen
四海为家	si hai wei jia
四海升平	si hai sheng ping
四海飘零	si hai piao ling
四脚朝天	si jiao chao tian
四通八达	si tong ba da
四邻八舍	si lin ba she
四面八方	si mian ba fang
四面楚歌	si mian chu ge
回嗔作喜	hui chen zuo xi
回天乏术	hui tian fa shu
回心转意	hui xin zhuan yi
回禄之灾	hui lu zhi zai
因人成事	yin ren cheng shi
因人而异	yin ren er yi
因公殉职	yin gong xun zhi
因利乘便	yin li cheng bian
因势利导	yin shi li dao
因噎废食	yin ye fei shi
因地制宜	yin di zhi yi
因小失大	yin xiao shi da
因循守旧	yin xun shou jiu
因时制宜	yin shi zhi yi
因材施教	yin cai shi jiao
因爱成恨	yin ai cheng hen
因祸得福	yin huo de fu
因陋就简	yin lou jiu jian
囫囵吞枣	hu lun tun zao
困兽犹斗	kun shou you dou
围城打援	wei cheng da yuan
围魏救赵	wei wei jiu zhao
固若金汤	gu ruo jin tang
国家兴亡匹夫有责	guo jia xing wang pi fu you ze
国弱民穷	guo ruo min qiong
国泰民安	guo tai min an
国破家亡	guo po jia wang
国色天香	guo se tian xiang
国计民生	guo ji min sheng
图穷匕见	tu qiong bi xian
土木形骸	tu mu xing hai
土洋结合	tu yang jie he
土牛木马	tu niu mu ma
土生土长	tu sheng tu zhang
土豪劣绅	tu hao lie shen
土阶茅屋	tu jie mao wu
土阶茅茨	tu jie mao ci
圣经贤传	sheng jing xian zhuan
在家千日好出门一时难	zai jia qian ri hao chu men yi shi nan
在家靠父母出外靠朋友	zai jia kao fu mu chu wai kao peng you
在家靠父母出门靠朋友	zai jia kao fu mu chu men kao peng you
在所不辞	zai suo bu ci
在所难免	zai suo nan mian
地利人和	di li ren he
地动山摇	di dong shan yao
地大物博	di da wu bo
地狭人稠	di xia ren chou
坎坷不平	kan ke bu ping
坐不垂堂	zuo bu chui tang
坐井观天	zuo jing guan tian
坐享其成	zuo xiang qi cheng
坐以待毙	zuo yi dai bi
坐吃山空	zuo chi shan kong
坐失机宜	zuo shi ji yi
坐失良机	zuo shi liang ji
坐山观虎斗	zuo shan guan hu dou
坐收渔利	zuo shou yu li
坐立不安	zuo li bu an
坐立难安	zuo li nan an
坐而论道	zuo er lun dao
坐观成败	zuo guan cheng bai
坐视不理	zuo shi bu li
坑蒙拐骗	keng meng guai pian
坚不可摧	jian bu ke cui
坚壁清野	jian bi qing ye
坚如磐石	jian ru pan shi
坚强不屈	jian qiang bu qu
坚持不懈	jian chi bu xie
坚持不渝	jian chi bu yu
坚苦卓绝	jian ku zhuo jue
坚贞不屈	jian zhen bu qu
坚贞不渝	jian zhen bu yu
坚韧不拔	jian ren bu ba
垂头丧气	chui tou sang qi
垂帘听政	chui lian ting zheng
垂死挣扎	chui si zheng zha
垂涎三尺	chui xian san chi
垂涎欲滴	chui xian yu di
埋头苦干	mai tou ku gan
城门失火殃及池鱼	cheng men shi huo yang ji chi yu
堆案盈几	dui an ying ji
堆积如山	dui ji ru shan
堕云雾中	duo yun wu zhong
塞翁失马	sai weng shi ma
塞翁失马安知非福	sai weng shi ma an zhi fei fu
塞翁失马焉知非福	sai weng shi ma yan zhi fei fu
墙倒众人推	qiang dao zhong ren tui
墨守成规	mo shou cheng gui
壁垒一新	bi lei yi xin
壁立千仞	bi li qian ren
士农工商	shi nong gong shang
声东击西	sheng dong ji xi
声名鹊起	sheng ming que qi
声嘶力竭	sheng si li jie
声情并茂	sheng qing bing mao
声色犬马	sheng se quan ma
处变不惊	chu bian bu jing
处堂燕雀	chu tang yan que
处心积虑	chu xin ji lv
备尝辛苦	bei chang xin ku
夏虫不可以语冰	xia chong bu ke yi yu bing
夕阳西下	xi yang xi xia
外圆内方	wai yuan nei fang
外宽内忌	wai kuan nei ji
外强中干	wai qiang zhong gan
夙兴夜寐	su xing ye mei
夙夜匪懈	su ye fei xie
多一事不如少一事	duo yi shi bu ru shao yi shi
多个朋友多条路	duo ge peng you duo tiao lu
多事之秋	duo shi zhi qiu
多吃多占	duo chi duo zhan
多如牛毛	duo ru niu mao
多子多福	duo zi duo fu
多愁善感	duo chou shan gan
多愁多病	duo chou duo bing
多此一举	duo ci yi ju
多行不义必自毙	duo xing bu yi bi zi bi
多谋善断	duo mou shan duan
多钱善贾	duo qian shan gu
多难兴邦	duo nan xing bang
夜不归宿	ye bu gui su
夜不闭户	ye bu bi hu
夜以继日	ye yi ji ri
夜深人静	ye shen ren jing
夜行昼伏	ye xing zhou fu
夜郎自大	ye lang zi da
夜阑人静	ye lan ren jing
夤缘攀附	yin yuan pan fu
大义凛然	da yi lin ran
大义灭亲	da yi mie qin
大事化小小事化了	da shi hua xiao xiao shi hua liao
大动干戈	da dong gan ge
大动肝火	da dong gan huo
大势所趋	da shi suo qu
大勇若怯	da yong ruo qie
大勇若怯大智若愚	da yong ruo qie da zhi ruo yu
大包大揽	da bao da lan
大厦将倾	da sha jiang qing
大吃一惊	da chi yi jing
大吉大利	da ji da li
大吵大闹	da chao da nao
大喊大叫	da han da jiao
大喜过望	da xi guo wang
大器晚成	da qi wan cheng
大声疾呼	da sheng ji hu
大处着眼小处着手	da chu zhuo yan xiao chu zhuo shou
大大咧咧	da da lie lie
大奸似忠	da jian si zhong
大庭广众	da ting guang zhong
大开大合	da kai da he
大开眼界	da kai yan jie
大张声势	da zhang sheng shi
大张挞伐	da zhang ta fa
大张旗鼓	da zhang qi gu
大快朵颐	da kuai duo yi
大惊失色	da jing shi se
大惊小怪	da jing xiao guai
大惑不解	da huo bu jie
大意失荆州	da yi shi jing zhou
大户人家	da hu ren jia
大手大脚	da shou da jiao
大排长龙	da pai chang long
大放厥词	da fang jue ci
大放悲声	da fang bei sheng
大敌当前	da di dang qian
大旱望云霓	da han wang yun ni
大显身手	da xian shen shou
大智如愚	da zhi ru yu
大智若愚	da zhi ruo yu
大有可为	da you ke wei
大有裨益	da you bi yi
大材小用	da cai xiao yong
大树底下好乘凉	da shu di xia hao cheng liang
大水冲了龙王庙	da shui chong le long wang miao
大江南北	da jiang nan bei
大海捞针	da hai lao zhen
大相径庭	da xiang jing ting
大眼瞪小眼	da yan deng xiao yan
大破大立	da po da li
大而无当	da er wu dang
大腹便便	da fu pian pian
大获全胜	da huo quan sheng
大街小巷	da jie xiao xiang
大起大落	da qi da luo
大错特错	da cuo te cuo
大限临头	da xian lin tou
大难临头	da nan lin tou
大鸣大放	da ming da fang
天上下刀子	tian shang xia dao zi
天上不会掉馅饼	tian shang bu hui diao xian bing
天上掉馅饼	tian shang diao xian bing
天下乌鸦一般黑	tian xia wu ya yi ban hei
天下兴亡匹夫有责	tian xia xing wang pi fu you ze
天下太平	tian xia tai ping
天下无难事只怕有心人	tian xia wu nan shi zhi pa you xin ren
天下没有不散的筵席	tian xia mei you bu san de yan xi
天不怕地不怕	tian bu pa di bu pa
天低吴楚眼空无物	tian di wu chu yan kong wu wu
天作之合	tian zuo zhi he
天公不作美	tian gong bu zuo mei
天公作美	tian gong zuo mei
天公地道	tian gong di dao
天兵天将	tian bing tian jiang
天南地北	tian nan di bei
天地悬隔	tian di xuan ge
天壤之别	tian rang zhi bie
天妒英才	tian du ying cai
天寒地冻	tian han di dong
天崩地裂	tian beng di lie
天差地别	tian cha di bie
天差地远	tian cha di yuan
天府之国	tian fu zhi guo
天文数字	tian wen shu zi
天旋地转	tian xuan di zhuan
天无绝人之路	tian wu jue ren zhi lu
天时地利人和	tian shi di li ren he
天有不测风云人有旦夕祸福	tian you bu ce feng yun ren you dan xi huo fu
天机不可泄漏	tian ji bu ke xie lou
天机不可泄露	tian ji bu ke xie lu
天涯何处无芳草	tian ya he chu wu fang cao
天涯若比邻	tian ya ruo bi lin
天灾人祸	tian zai ren huo
天理难容	tian li nan rong
天生丽质	tian sheng li zhi
天真烂漫	tian zhen lan man
天经地义	tian jing di yi
天网恢恢	tian wang hui hui
天网恢恢疏而不漏	tian wang hui hui shu er bu lou
天罗地网	tian luo di wang
天翻地覆	tian fan di fu
天花乱坠	tian hua luan zhui
天荒地老	tian huang di lao
天衣无缝	tian yi wu feng
天造地设	tian zao di she
天道酬勤	tian dao chou qin
天长地久	tian chang di jiu
天长日久	tian chang ri jiu
天雨路滑	tian yu lu hua
天香国色	tian xiang guo se
天马行空	tian ma xing kong
天高皇帝远	tian gao huang di yuan
太公钓鱼愿者上钩	tai gong diao yu yuan zhe shang gou
太平盛世	tai ping sheng shi
太阳从西边出来	tai yang cong xi bian chu lai
夫妻反目	fu qi fan mu
失之东隅收之桑榆	shi zhi dong yu shou zhi sang yu
失之毫厘差之千里	shi zhi hao li cha zhi qian li
失之毫厘差以千里	shi zhi hao li cha yi qian li
失之毫厘谬以千里	shi zhi hao li miu yi qian li
失而复得	shi er fu de
失道寡助	shi dao gua zhu
失魂落魄	shi hun luo po
头悬梁锥刺股	tou xuan liang zhui ci gu
头昏目眩	tou hun mu xuan
头昏眼暗	tou hun yan an
头昏眼花	tou hun yan hua
头昏脑胀	tou hun nao zhang
头晕目眩	tou yun mu xuan
头晕眼花	tou yun yan hua
头痛欲裂	tou tong yu lie
头角峥嵘	tou jiao zheng rong
夸多斗靡	kua duo dou mi
夸夸其谈	kua kua qi tan
夺门而出	duo men er chu
奇形怪状	qi xing guai zhuang
奇文共赏	qi wen gong shang
奇珍异宝	qi zhen yi bao
奇耻大辱	qi chi da ru
奇花异草	qi hua yi cao
奇谈怪论	qi tan guai lun
奉为圭臬	feng wei gui nie
奉公克己	feng gong ke ji
奉若神明	feng ruo shen ming
奋不顾身	fen bu gu shen
奔走相告	ben zou xiang gao
女大不中留	nv da bu zhong liu
女大十八变	nv da shi ba bian
女子无才便是德	nv zi wu cai bian shi de
女扮男装	nv ban nan zhuang
女生外向	nv sheng wai xiang
奴颜婢膝	nu yan bi xi
奸官污吏	jian guan wu li
好为人师	hao wei ren shi
好了伤疤忘了疼	hao le shang ba wang le teng
好事不出门恶事传千里	hao shi bu chu men e shi chuan qian li
好事多磨	hao shi duo mo
好吃懒做	hao chi lan zuo
好奇尚异	hao qi shang yi
好好学习天天向上	hao hao xue xi tian tian xiang shang
好容易	hao rong yi
好整以暇	hao zheng yi xia
好景不长	hao jing bu chang
好样的	hao yang de
好梦难成	hao meng nan cheng
好死不如赖活着	hao si bu ru lai huo zhe
好汉不吃眼前亏	hao han bu chi yan qian kui
好汉不提当年勇	hao han bu ti dang nian yong
好汉做事好汉当	hao han zuo shi hao han dang
好男不跟女斗	hao nan bu gen nv dou
好记性不如烂笔头	hao ji xing bu ru lan bi tou
好说歹说	hao shuo dai shuo
好逸恶劳	hao yi wu lao
好酒沉瓮底	hao jiu chen weng di
好酒贪杯	hao jiu tan bei
好马不吃回头草	hao ma bu chi hui tou cao
好高骛远	hao gao wu yuan
如丧考妣	ru sang kao bi
如临大敌	ru lin da di
如临深渊	ru lin shen yuan
如其所好	ru qi suo hao
如坐针毡	ru zuo zhen zhan
如堕五里雾中	ru duo wu li wu zhong
如堕烟雾	ru duo yan wu
如履薄冰	ru lv bo bing
如影随形	ru ying sui xing
如数家珍	ru shu jia zhen
如日中天	ru ri zhong tian
如是我闻	ru shi wo wen
如有所失	ru you suo shi
如法炮制	ru fa pao zhi
如泣如诉	ru qi ru su
如火如荼	ru huo ru tu
如痴如醉	ru chi ru zui
如簧之舌	ru huang zhi she
如臂使指	ru bi shi zhi
如花似玉	ru hua si yu
如虎添翼	ru hu tian yi
如蚁附膻	ru yi fu shan
如蛆附骨	ru qu fu gu
如蝇逐臭	ru ying zhu chou
如释重负	ru shi zhong fu
如金似玉	ru jin si yu
如雷贯耳	ru lei guan er
如饥似渴	ru ji si ke
如鱼得水	ru yu de shui
如鲠在喉	ru geng zai hou
如鸟兽散	ru niao shou san
妄下雌黄	wang xia ci huang
妄生穿凿	wang sheng chuan zao
妄自尊大	wang zi zun da
妄自菲薄	wang zi fei bo
妄言妄听	wang yan wang ting
妇人之仁	fu ren zhi ren
妇姑勃溪	fu gu bo xi
妇孺皆知	fu ru jie zhi
妒能害贤	du neng hai xian
妖言惑众	yao yan huo zhong
妖魔鬼怪	yao mo gui guai
妙在不言中	miao zai bu yan zhong
妙手回春	miao shou hui chun
妙语如珠	miao yu ru zhu
妙语连珠	miao yu lian zhu
妙趣横生	miao qu heng sheng
妻离子散	qi li zi san
始作俑者	shi zuo yong zhe
始料未及	shi liao wei ji
始终如一	shi zhong ru yi
姑息养奸	gu xi yang jian
姑置勿论	gu zhi wu lun
姜太公钓鱼愿者上钩	jiang tai gong diao yu yuan zhe shang gou
姜还是老的辣	jiang hai shi lao de la
姹紫嫣红	cha zi yan hong
威尊命贱	wei zun ming jian
威福自己	wei fu zi ji
威震天下	wei zhen tian xia
娉婷袅娜	ping ting niao nuo
娓娓动听	wei wei dong ting
娓娓而谈	wei wei er tan
媒妁之言	mei shuo zhi yan
媳妇熬成婆	xi fu ao cheng po
嫁祸于人	jia huo yu ren
嫁鸡随鸡	jia ji sui ji
嫁鸡随鸡嫁狗随狗	jia ji sui ji jia gou sui gou
嫉恶如仇	ji e ru chou
嫉贤妒能	ji xian du neng
嫌贫爱富	xian pin ai fu
嫣然一笑	yan ran yi xiao
嬉笑怒骂	xi xiao nu ma
子丑寅卯	zi chou yin mao
子子孙孙	zi zi sun sun
子承父业	zi cheng fu ye
子虚乌有	zi xu wu you
孔武有力	kong wu you li
字字珠玉	zi zi zhu yu
字字珠玑	zi zi zhu ji
字正腔圆	zi zheng qiang yuan
字里行间	zi li hang jian
孜孜不倦	zi zi bu juan
孜孜以求	zi zi yi qiu
孝思不匮	xiao si bu kui
孤军奋战	gu jun fen zhan
孤家寡人	gu jia gua ren
孤独于世	gu du yu shi
孤芳自赏	gu fang zi shang
孤苦伶仃	gu ku ling ding
孤身只影	gu shen zhi ying
孤魂野鬼	gu hun ye gui
学以致用	xue yi zhi yong
学富五车	xue fu wu che
学无止境	xue wu zhi jing
学海无涯	xue hai wu ya
学海泛舟	xue hai fan zhou
学而不厌	xue er bu yan
学而不厌诲人不倦	xue er bu yan hui ren bu juan
学而优则仕	xue er you ze shi
孺子可教	ru zi ke jiao
宁为玉碎不为瓦全	ning wei yu sui bu wei wa quan
宁做鸡头不做凤尾	ning zuo ji tou bu zuo feng wei
宁左勿右	ning zuo wu you
宁拆十座庙不毁一桩婚	ning chai shi zuo miao bu hui yi zhuang hun
宁死不屈	ning si bu qu
宁缺毋滥	ning que wu lan
宁静致远	ning jing zhi yuan
守口如瓶	shou kou ru ping
守土有责	shou tu you ze
守望相助	shou wang xiang zhu
守株待兔	shou zhu dai tu
守株待兔缘木求鱼	shou zhu dai tu yuan mu qiu yu
安于现状	an yu xian zhuang
安分守己	an fen shou ji
安如磐石	an ru pan shi
安家立业	an jia li ye
安富尊荣	an fu zun rong
安富恤穷	an fu xu qiong
安富恤贫	an fu xu pin
安居乐业	an ju le ye
安步当车	an bu dang che
安然无恙	an ran wu yang
安贫乐道	an pin le dao
安身立命	an shen li ming
安闲自在	an xian zi zai
安闲自得	an xian zi de
安闲舒适	an xian shu shi
安闲随意	an xian sui yi
完事大吉	wan shi da ji
完璧归赵	wan bi gui zhao
官官相护	guan guan xiang hu
官报私仇	guan bao si chou
官私合营	guan si he ying
官运亨通	guan yun heng tong
官逼民反	guan bi min fan
定于一尊	ding yu yi zun
宝刀不老	bao dao bu lao
宝刀未老	bao dao wei lao
宝马香车	bao ma xiang che
实事求是	shi shi qiu shi
实属不易	shi shu bu yi
实至名归	shi zhi ming gui
宠妾灭妻	chong qie mie qi
宠擅专房	chong shan zhuan fang
客死异乡	ke si yi xiang
害人不浅	hai ren bu qian
害群之马	hai qun zhi ma
宵衣旰食	xiao yi gan shi
家丑不可外传	jia chou bu ke wai chuan
家丑不可外扬	jia chou bu ke wai yang
家和万事兴	jia he wan shi xing
家喻户晓	jia yu hu xiao
家大业大	jia da ye da
家家户户	jia jia hu hu
家家有本难念的经	jia jia you ben nan nian de jing
家徒四壁	jia tu si bi
家破人亡	jia po ren wang
家累千金坐不垂堂	jia lei qian jin zuo bu chui tang
家给人足	jia ji ren zu
家花没有野花香	jia hua mei you ye hua xiang
家贫如洗	jia pin ru xi
家道中落	jia dao zhong luo
容光焕发	rong guang huan fa
容华绝代	rong hua jue dai
宽以待人	kuan yi dai ren
宽大为怀	kuan da wei huai
宽宏大量	kuan hong da liang
宽打窄用	kuan da zhai yong
宾主尽欢	bin zhu jin huan
宾客盈门	bin ke ying men
宾朋满座	bin peng man zuo
宾朋盈门	bin peng ying men
寄人篱下	ji ren li xia
密不可分	mi bu ke fen
富不过三代	fu bu guo san dai
富丽堂皇	fu li tang huang
富可敌国	fu ke di guo
富商大贾	fu shang da gu
富商巨贾	fu shang ju gu
富国强兵	fu guo qiang bing
富甲一方	fu jia yi fang
寒窗	han chuang
寒风刺骨	han feng ci gu
寓意深远	yu yi shen yuan
寓意深长	yu yi shen chang
寝苫枕块	qin shan zhen kuai
寝食难安	qin shi nan an
察言观色	cha yan guan se
寡不敌众	gua bu di zhong
寡二少双	gua er shao shuang
寤寐求之	wu mei qiu zhi
寥寥可数	liao liao ke shu
寥寥无几	liao liao wu ji
寥若晨星	liao ruo chen xing
寸土寸金	cun tu cun jin
寸步不离	cun bu bu li
寸步不让	cun bu bu rang
寸步难行	cun bu nan xing
寸草不生	cun cao bu sheng
寸金难买寸光阴	cun jin nan mai cun guang yin
对事不对人	dui shi bu dui ren
对牛弹琴	dui niu tan qin
对症下药	dui zheng xia yao
对答如流	dui da ru liu
对簿公堂	dui bu gong tang
对酒当歌	dui jiu dang ge
寻根问底	xun gen wen di
寻欢作乐	xun huan zuo le
寻花问柳	xun hua wen liu
寿比南山	shou bi nan shan
封妻荫子	feng qi yin zi
将功补过	jiang gong bu guo
将勤补拙	jiang qin bu zhuo
将心比心	jiang xin bi xin
将计就计	jiang ji jiu ji
将错就错	jiang cuo jiu cuo
小不忍则乱大谋	xiao bu ren ze luan da mou
小人得志	xiao ren de zhi
小别胜新婚	xiao bie sheng xin hun
小学而大遗	xiao xue er da yi
小巧玲珑	xiao qiao ling long
小巫见大巫	xiao wu jian da wu
小心翼翼	xiao xin yi yi
小心谨慎	xiao xin jin shen
小惩大诫	xiao cheng da jie
小洞不补大洞吃苦	xiao dong bu bu da dong chi ku
小肚鸡肠	xiao du ji chang
小菜一碟	xiao cai yi die
小试牛刀	xiao shi niu dao
小隐隐于林大隐隐于市	xiao yin yin yu lin da yin yin yu shi
小隐隐于野大隐隐于市	xiao yin yin yu ye da yin yin yu shi
小题大做	xiao ti da zuo
小鸟依人	xiao niao yi ren
少不更事	shao bu geng shi
少见多怪	shao jian duo guai
尔虞我诈	er yu wo zha
尘埃落定	chen ai luo ding
尝尽心酸	chang jin xin suan
就地正法	jiu di zheng fa
尸位素餐	shi wei su can
尸山血海	shi shan xue hai
尸横遍野	shi heng bian ye
尽人事听天命	jin ren shi ting tian ming
尽人皆知	jin ren jie zhi
尽善尽美	jin shan jin mei
尽如人意	jin ru ren yi
尽心尽力	jin xin jin li
尽心竭力	jin xin jie li
尽欢而散	jin huan er san
尽职尽责	jin zhi jin ze
尽释前嫌	jin shi qian xian
尾大不掉	wei da bu diao
局促一隅	ju cu yi yu
屁滚尿流	pi gun niao liu
屁股决定脑袋	pi gu jue ding nao dai
层出不穷	ceng chu bu qiong
层峦叠嶂	ceng luan die zhang
层见叠出	ceng xian die chu
居功自傲	ju gong zi ao
居安思危	ju an si wei
居心不良	ju xin bu liang
居心叵测	ju xin po ce
居无定所	ju wu ding suo
居高临下	ju gao lin xia
屈指可数	qu zhi ke shu
屋漏偏逢连夜雨	wu lou pian feng lian ye yu
屋漏更遭连夜雨	wu lou geng zao lian ye yu
展翅高飞	zhan chi gao fei
屡劝不听	lv quan bu ting
屡战屡败	lv zhan lv bai
屡禁不止	lv jin bu zhi
屡禁不绝	lv jin bu jue
屡见不鲜	lv jian bu xian
屡败屡战	lv bai lv zhan
履舄交错	lv xi jiao cuo
履险如夷	lv xian ru yi
山不转水转	shan bu zhuan shui zhuan
山不转路转	shan bu zhuan lu zhuan
山中无老虎猴子称大王	shan zhong wu lao hu hou zi cheng da wang
山外有山天外有天	shan wai you shan tian wai you tian
山峦重叠	shan luan chong die
